TransactionID,AccountID,TransactionAmount,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,FraudLabel,TimeSinceLastTransaction,Fraud_IF,Fraud_OCSVM,Fraud_DBSCAN,Total_Fraud_Detections
TX001186,AC00060,74.27,0,22,243,264,89,2,59,Doctor,148,1,13696.61,0,-41439253.0,0,0,0,0
TX001187,AC00384,876.57,0,32,347,281,55,0,62,Retired,118,1,3743.63,0,-36258648.0,1,0,1,2
TX001188,AC00483,615.58,1,17,629,206,58,0,42,Doctor,133,1,14343.0,0,-35047855.0,0,0,0,0
TX001189,AC00126,643.03,0,17,369,15,1,2,36,Engineer,52,1,2882.16,0,-39800685.0,0,0,0,0
TX001190,AC00437,7.95,1,31,145,11,86,0,79,Retired,65,1,5631.2,0,-57425094.0,0,1,0,1
TX001191,AC00382,270.92,0,21,106,215,65,1,77,Retired,143,1,4574.43,0,-48611018.0,0,0,0,0
TX001192,AC00339,499.48,1,5,236,300,11,0,24,Student,133,1,1242.62,0,-56733098.0,0,0,0,0
TX001193,AC00498,841.5,0,1,639,321,19,1,25,Student,287,1,352.31,0,-45934551.0,1,1,1,3
TX001194,AC00178,138.82,1,13,476,550,29,2,77,Retired,53,1,3100.22,0,-33235168.0,0,0,0,0
TX001195,AC00201,231.46,0,24,133,523,46,1,60,Engineer,83,1,4707.24,0,-44465161.0,0,0,0,0
TX001196,AC00124,292.08,1,8,611,351,66,0,72,Retired,32,1,7950.48,0,-26834550.0,0,0,0,0
TX001197,AC00404,63.98,1,3,148,236,25,2,54,Doctor,258,1,7954.12,0,-32025910.0,0,0,0,0
TX001198,AC00347,235.21,1,4,291,22,6,1,67,Doctor,74,1,5946.61,0,-33233167.0,0,0,0,0
TX001199,AC00480,201.73,1,3,240,342,95,2,57,Engineer,78,1,6650.71,0,-36768405.0,0,0,0,0
TX001200,AC00303,161.31,1,26,560,400,50,0,28,Student,13,1,1268.67,0,-36258237.0,0,0,0,0
TX001201,AC00249,18.41,1,1,27,475,71,1,53,Doctor,168,1,8287.54,0,-29256284.0,0,0,0,0
TX001202,AC00263,471.75,0,38,428,10,47,1,34,Doctor,41,1,12948.5,0,-44631588.0,0,0,0,0
TX001203,AC00108,290.02,1,25,391,221,4,1,55,Engineer,246,1,4746.71,0,-35043541.0,0,0,0,0
TX001204,AC00490,48.05,1,27,648,77,59,1,27,Engineer,38,1,5334.97,0,-46276487.0,0,0,0,0
TX001205,AC00411,359.42,1,3,550,366,88,1,55,Doctor,30,1,1765.45,0,-45330545.0,0,0,0,0
TX001206,AC00087,32.91,1,13,455,465,35,2,19,Student,255,1,427.3,0,-47489383.0,0,0,0,0
TX001207,AC00196,3.8,1,10,599,468,73,1,67,Retired,140,1,6285.39,1,-39194463.0,0,0,0,1
TX001208,AC00267,31.81,1,13,621,132,32,2,51,Retired,149,1,1406.6,0,-49904695.0,0,0,0,0
TX001209,AC00267,220.2,1,4,280,367,46,2,28,Student,102,1,1075.15,0,-36258374.0,0,0,0,0
TX001210,AC00125,476.03,0,15,454,87,2,1,77,Retired,99,1,5958.34,0,-37122993.0,0,0,0,0
TX001211,AC00428,141.91,1,24,68,151,50,1,23,Student,49,1,791.97,0,-56559698.0,0,0,0,0
TX001212,AC00477,95.83,1,42,87,92,69,2,27,Student,91,1,1726.4,0,-29261217.0,0,0,0,0
TX001213,AC00417,51.15,0,20,209,362,18,1,46,Engineer,199,1,8992.25,0,-53016245.0,0,0,0,0
TX001214,AC00170,1192.2,0,17,170,419,92,1,60,Retired,103,5,7816.41,1,-27532067.0,1,1,1,4
TX001215,AC00147,50.75,1,4,622,166,17,0,62,Doctor,185,1,8271.47,0,-38670798.0,0,0,0,0
TX001216,AC00097,185.07,1,7,311,522,61,1,22,Student,159,1,636.42,0,-27702599.0,0,0,0,0
TX001217,AC00433,293.54,1,34,249,174,25,2,40,Engineer,45,1,2290.1,0,-56817732.0,0,0,0,0
TX001218,AC00381,23.38,1,22,397,481,61,1,32,Engineer,89,1,9968.49,0,-35040180.0,0,0,0,0
TX001219,AC00398,285.26,1,1,135,497,61,0,28,Student,93,1,167.72,0,-31852930.0,0,0,0,0
TX001220,AC00029,129.48,1,39,304,22,0,0,31,Engineer,179,1,7581.7,0,-55006800.0,0,0,0,0
TX001221,AC00291,743.03,1,27,101,519,49,0,50,Engineer,174,1,4111.38,0,-40230820.0,0,0,0,0
TX001222,AC00431,297.86,0,25,404,316,69,0,28,Student,96,1,1680.14,0,-55003176.0,0,0,0,0
TX001223,AC00275,231.92,1,16,272,442,48,0,66,Doctor,12,1,5715.08,0,-41695831.0,0,0,0,0
TX001224,AC00093,295.82,0,6,86,122,40,1,47,Engineer,46,1,5897.73,0,-28137139.0,0,0,0,0
TX001225,AC00442,302.86,1,20,3,123,80,2,55,Doctor,275,1,5239.24,0,-42297363.0,0,0,0,0
TX001226,AC00465,81.08,1,29,191,65,88,0,58,Engineer,56,1,7788.91,0,-35565042.0,0,0,0,0
TX001227,AC00158,775.6,0,23,607,517,69,1,79,Retired,158,1,3898.64,0,-38067895.0,0,0,0,0
TX001228,AC00334,178.43,1,3,155,0,40,1,26,Student,136,1,1214.93,0,-27093242.0,0,0,0,0
TX001229,AC00093,211.91,1,16,470,199,74,2,20,Student,181,1,927.47,0,-35651862.0,0,0,0,0
TX001230,AC00229,17.21,1,29,598,65,3,2,23,Student,219,1,914.16,0,-27182881.0,0,0,0,0
TX001231,AC00373,124.22,1,5,506,86,12,0,23,Student,172,1,9695.04,1,-46188628.0,0,0,0,1
TX001232,AC00328,38.37,1,35,222,100,2,0,63,Doctor,135,1,8647.04,0,-37123346.0,0,0,0,0
TX001233,AC00160,269.79,1,38,197,545,12,0,52,Engineer,17,1,1292.1,0,-34357954.0,0,0,0,0
TX001234,AC00014,605.42,1,23,471,372,84,0,21,Student,33,1,392.34,0,-44035153.0,0,0,0,0
TX001235,AC00090,11.19,1,2,369,283,89,0,60,Engineer,40,1,9877.17,0,-58027089.0,0,1,0,1
TX001236,AC00053,29.19,0,26,291,130,3,1,58,Doctor,41,1,12059.85,0,-56039539.0,0,0,0,0
TX001237,AC00478,701.7,0,39,36,277,54,2,61,Retired,64,1,6643.24,0,-42563532.0,0,0,0,0
TX001238,AC00356,862.34,1,18,135,448,69,1,57,Doctor,72,1,9903.48,0,-45676563.0,0,0,0,0
TX001239,AC00244,410.97,1,20,299,138,25,0,22,Student,45,1,151.42,0,-35046555.0,0,0,0,0
TX001240,AC00103,36.97,1,41,528,224,86,1,41,Engineer,79,1,2850.92,0,-37896299.0,0,0,0,0
TX001241,AC00053,137.59,1,26,424,183,64,0,30,Doctor,95,1,10679.67,0,-57944654.0,0,0,0,0
TX001242,AC00151,168.11,0,27,49,131,14,2,51,Doctor,12,1,10652.13,0,-46192926.0,0,0,0,0
TX001243,AC00494,430.98,1,3,172,206,57,1,24,Student,93,1,569.25,0,-33746208.0,0,0,0,0
TX001244,AC00219,13.87,1,31,650,410,76,1,24,Student,20,1,954.83,0,-28388107.0,0,0,0,0
TX001245,AC00202,642.68,1,17,623,117,59,0,76,Retired,66,1,1831.2,0,-45674706.0,0,0,0,0
TX001246,AC00254,175.07,1,19,391,475,99,2,28,Engineer,169,2,9274.64,0,-29949176.0,0,0,1,1
TX001247,AC00285,302.82,1,17,282,530,19,0,36,Engineer,175,1,9384.54,0,-31677431.0,0,0,0,0
TX001248,AC00071,1647.74,1,21,575,45,48,0,67,Retired,52,1,1483.84,1,-27181679.0,1,1,1,4
TX001249,AC00073,406.81,1,27,72,321,15,2,66,Retired,84,1,1968.36,0,-28913757.0,0,0,0,0
TX001250,AC00383,256.3,1,27,97,91,65,2,53,Retired,172,1,4203.05,0,-49995864.0,0,0,0,0
TX001251,AC00326,80.96,0,17,175,543,77,2,19,Student,97,1,959.94,0,-34870755.0,0,0,0,0
TX001252,AC00153,95.78,1,1,206,363,60,2,22,Student,27,1,271.64,0,-51116363.0,0,1,0,1
TX001253,AC00460,379.54,0,16,648,25,39,1,41,Doctor,118,1,12571.76,0,-57941529.0,0,0,0,0
TX001254,AC00439,903.19,1,12,278,222,27,2,22,Student,65,1,8627.08,1,-42041645.0,0,0,0,1
TX001255,AC00070,142.19,1,15,401,553,4,1,18,Student,27,4,524.46,1,-43854054.0,1,1,1,4
TX001256,AC00086,847.45,1,17,453,149,41,1,28,Student,175,1,422.32,0,-43515916.0,0,0,0,0
TX001257,AC00330,295.18,0,9,124,300,99,1,66,Doctor,31,1,12961.53,1,-47052794.0,0,0,0,1
TX001258,AC00027,18.46,1,5,131,197,31,1,68,Retired,213,1,6381.6,0,-30210063.0,0,0,0,0
TX001259,AC00020,603.23,1,11,232,413,16,1,28,Student,48,1,117.98,0,-37809245.0,0,0,0,0
TX001260,AC00232,54.5,0,30,49,489,81,1,57,Retired,147,1,1715.22,0,-30035358.0,0,0,0,0
TX001261,AC00247,414.77,1,37,560,449,13,2,29,Doctor,274,1,5599.81,0,-26577061.0,0,0,0,0
TX001262,AC00136,886.19,1,7,595,55,80,1,61,Retired,69,1,7904.24,0,-38068585.0,0,0,0,0
TX001263,AC00322,440.03,1,38,552,454,98,2,49,Engineer,88,1,1490.44,0,-29433509.0,0,0,0,0
TX001264,AC00461,35.46,1,26,237,277,4,0,56,Retired,285,1,1532.72,0,-51119457.0,0,0,0,0
TX001265,AC00079,76.39,1,10,490,102,18,1,18,Student,219,1,5976.0,0,-57077436.0,0,0,0,0
TX001266,AC00176,595.91,0,35,62,301,84,0,19,Student,162,1,1673.76,0,-39015077.0,1,0,0,1
TX001267,AC00417,6.03,1,6,346,558,34,1,76,Retired,70,1,3290.72,0,-39101222.0,0,0,0,0
TX001268,AC00260,249.34,1,5,481,150,87,0,26,Engineer,197,1,3030.97,0,-38587570.0,0,0,0,0
TX001269,AC00471,421.52,1,38,34,228,63,1,20,Student,67,1,369.86,0,-38586913.0,0,0,0,0
TX001270,AC00231,189.77,1,33,282,58,10,1,58,Engineer,24,1,6570.36,0,-53193768.0,0,0,0,0
TX001271,AC00184,73.19,1,1,66,150,24,1,76,Retired,213,1,2264.98,0,-33061811.0,0,0,0,0
TX001272,AC00475,188.13,0,17,154,224,90,2,75,Retired,198,1,5029.87,0,-44978259.0,0,0,0,0
TX001273,AC00329,30.52,1,17,509,16,4,1,62,Doctor,122,1,12327.74,0,-46190898.0,0,0,0,0
TX001274,AC00431,1235.69,0,38,210,509,47,1,20,Student,118,1,420.25,0,-45762888.0,1,1,1,3
TX001275,AC00398,1159.39,1,28,285,219,90,2,41,Doctor,150,1,6499.53,1,-33579398.0,0,0,0,1
TX001276,AC00221,170.24,1,37,148,441,49,1,62,Retired,133,1,5172.99,0,-44725432.0,0,0,0,0
TX001277,AC00299,56.62,1,2,459,444,68,1,54,Doctor,121,1,8981.1,0,-53186949.0,0,0,0,0
TX001278,AC00266,53.14,1,19,416,54,61,0,34,Doctor,70,1,7915.0,0,-48610039.0,0,0,0,0
TX001279,AC00297,587.23,1,29,9,455,6,2,27,Student,144,1,500.84,0,-39881693.0,0,0,0,0
TX001280,AC00373,146.15,1,31,620,485,97,1,43,Doctor,75,1,13784.4,0,-57680088.0,0,0,0,0
TX001281,AC00489,21.27,0,16,371,288,69,2,62,Retired,114,1,7392.79,0,-40489715.0,0,0,0,0
TX001282,AC00128,1397.59,0,2,115,418,19,0,26,Student,144,1,1134.79,1,-30811106.0,1,1,1,4
TX001283,AC00409,76.02,0,0,624,235,86,2,34,Doctor,189,1,14765.41,0,-41526814.0,1,1,0,2
TX001284,AC00410,170.19,0,20,249,31,76,1,27,Student,156,5,745.87,1,-41956278.0,1,1,1,4
TX001285,AC00360,155.51,1,33,7,294,80,0,68,Doctor,15,1,5360.19,0,-38063837.0,0,0,0,0
TX001286,AC00422,135.15,1,7,619,523,99,2,72,Retired,50,1,5878.14,0,-51375448.0,0,0,0,0
TX001287,AC00225,39.48,1,29,420,151,16,0,56,Retired,38,1,5889.51,0,-45588239.0,0,0,0,0
TX001288,AC00261,451.68,1,15,111,330,71,2,33,Engineer,15,1,4381.54,0,-48863659.0,0,0,0,0
TX001289,AC00468,19.11,0,7,529,141,6,2,49,Engineer,160,1,8478.46,0,-35653242.0,0,0,0,0
TX001290,AC00138,355.0,0,13,51,52,52,2,26,Student,33,1,185.47,0,-37380017.0,0,0,0,0
TX001291,AC00013,427.69,1,33,335,370,87,0,43,Engineer,236,1,2443.54,0,-50688590.0,0,0,0,0
TX001292,AC00275,254.86,1,4,287,477,12,1,23,Student,102,1,699.9,1,-55954193.0,0,0,0,1
TX001293,AC00125,19.48,1,9,654,170,1,0,27,Engineer,114,1,4739.59,0,-41702863.0,0,0,0,0
TX001294,AC00200,190.17,1,3,452,139,42,0,49,Doctor,265,1,12893.85,0,-44375255.0,0,0,0,0
TX001295,AC00213,91.38,1,17,591,189,12,0,65,Retired,179,1,2402.58,0,-50167492.0,0,0,0,0
TX001296,AC00035,206.63,0,28,233,53,22,2,59,Retired,128,1,7626.53,0,-28742381.0,0,0,0,0
TX001297,AC00070,93.22,1,5,138,513,29,2,52,Retired,52,1,1014.63,0,-49820286.0,0,0,0,0
TX001298,AC00275,547.98,1,28,212,529,69,0,28,Student,171,1,1358.54,0,-32540660.0,0,0,0,0
TX001299,AC00060,641.06,1,7,56,55,98,0,23,Student,25,1,1602.13,0,-28396693.0,0,1,0,1
TX001300,AC00304,314.55,0,9,496,420,0,1,27,Student,19,2,1105.89,0,-48264709.0,1,0,0,1
TX001301,AC00372,836.45,1,41,94,159,42,2,61,Retired,63,1,1731.89,1,-53194212.0,0,0,0,1
TX001302,AC00498,1095.09,1,37,193,568,75,0,29,Engineer,52,1,8692.47,0,-48955482.0,0,0,1,1
TX001303,AC00465,189.45,0,4,82,497,7,1,53,Doctor,62,1,12578.75,0,-51289048.0,0,0,0,0
TX001304,AC00396,91.84,0,23,283,379,22,1,67,Retired,80,1,1712.41,0,-42129996.0,0,0,0,0
TX001305,AC00083,609.52,1,42,652,77,75,0,78,Retired,169,1,3485.03,0,-40147492.0,0,0,0,0
TX001306,AC00479,859.3,0,7,66,525,65,1,78,Retired,68,1,1146.78,0,-39797332.0,1,0,1,2
TX001307,AC00091,100.01,1,30,482,545,60,0,50,Doctor,63,1,6393.12,0,-42652956.0,0,0,0,0
TX001308,AC00024,28.78,0,40,40,245,95,2,40,Doctor,51,1,680.55,0,-39283415.0,0,0,0,0
TX001309,AC00366,111.08,1,6,476,225,63,2,70,Doctor,83,1,7037.34,0,-46535086.0,0,0,0,0
TX001310,AC00470,470.96,0,16,582,22,35,2,69,Doctor,124,2,12991.03,0,-52242545.0,1,0,1,2
TX001311,AC00032,52.23,0,37,86,153,15,1,28,Student,96,1,105.01,0,-36251992.0,0,0,0,0
TX001312,AC00136,78.62,1,28,504,538,83,1,32,Doctor,52,1,1360.85,0,-39885703.0,0,0,0,0
TX001313,AC00001,47.79,1,10,629,476,33,1,25,Student,37,1,1649.92,0,-35910695.0,0,0,0,0
TX001314,AC00187,333.97,1,14,295,590,10,1,52,Doctor,45,1,5237.36,0,-51205991.0,0,0,0,0
TX001315,AC00452,30.87,1,14,14,401,24,0,33,Doctor,295,1,14348.65,0,-41527201.0,0,1,0,1
TX001316,AC00036,710.43,1,36,383,257,6,2,67,Retired,115,1,5625.55,0,-52412481.0,0,0,0,0
TX001317,AC00125,220.23,1,25,643,261,58,0,41,Engineer,48,1,3438.02,0,-35645470.0,0,0,0,0
TX001318,AC00403,27.28,1,1,81,272,69,0,29,Doctor,96,1,10668.24,0,-27185937.0,0,1,0,1
TX001319,AC00264,101.52,1,40,1,495,85,0,49,Engineer,98,1,2018.9,0,-39109573.0,0,0,0,0
TX001320,AC00123,162.65,1,27,165,42,87,0,59,Engineer,147,1,9500.95,0,-46882570.0,0,0,0,0
TX001321,AC00298,10.52,1,18,135,1,18,0,55,Retired,30,1,2472.99,0,-40919536.0,0,0,0,0
TX001322,AC00235,270.72,1,20,147,127,26,1,38,Doctor,37,1,6522.47,0,-50769998.0,0,0,0,0
TX001323,AC00259,202.34,1,27,22,128,48,2,20,Student,134,1,1223.45,0,-57339559.0,0,0,0,0
TX001324,AC00329,247.58,1,35,110,394,67,0,39,Engineer,152,1,778.74,0,-45322006.0,0,0,0,0
TX001325,AC00482,686.17,1,10,101,295,29,0,61,Retired,96,1,2246.15,0,-34353612.0,0,0,0,0
TX001326,AC00020,359.65,0,17,131,439,84,2,25,Student,289,1,219.53,0,-57161408.0,1,1,1,3
TX001327,AC00453,109.91,1,39,500,219,73,1,38,Doctor,90,1,12896.06,0,-47749655.0,0,0,0,0
TX001328,AC00367,215.72,0,8,662,575,31,1,30,Engineer,137,1,8697.11,0,-33660435.0,0,0,0,0
TX001329,AC00167,490.76,1,8,188,209,47,2,66,Retired,156,1,6414.11,0,-56562096.0,0,0,0,0
TX001330,AC00110,224.28,1,6,305,258,67,2,64,Retired,68,1,5767.51,0,-54228039.0,0,0,0,0
TX001331,AC00078,614.03,1,9,673,475,85,0,68,Retired,51,1,2815.86,0,-47143858.0,0,0,0,0
TX001332,AC00212,608.79,1,13,384,167,14,2,55,Engineer,157,1,2991.17,0,-31671300.0,0,0,0,0
TX001333,AC00051,186.55,1,30,48,485,2,1,48,Engineer,288,1,224.65,1,-43341488.0,0,0,0,1
TX001334,AC00250,840.16,0,7,672,366,13,1,20,Student,68,1,1236.76,0,-51377779.0,1,0,0,1
TX001335,AC00304,203.34,1,31,56,509,60,0,60,Doctor,66,1,13586.99,0,-27615353.0,0,0,0,0
TX001336,AC00007,90.88,1,7,84,224,70,0,26,Engineer,284,1,7117.35,0,-30207737.0,0,0,0,0
TX001337,AC00017,60.11,0,0,616,532,66,1,61,Retired,122,1,7235.87,0,-29600910.0,0,0,0,0
TX001338,AC00158,393.92,1,22,487,115,60,1,72,Retired,47,1,7318.64,0,-46451672.0,0,0,0,0
TX001339,AC00110,19.39,1,7,285,306,61,0,43,Doctor,45,1,9847.6,0,-30468724.0,0,0,0,0
TX001340,AC00175,557.41,0,42,176,279,86,2,80,Retired,49,1,2968.75,0,-49216651.0,1,1,0,2
TX001341,AC00079,57.07,0,4,244,56,26,2,31,Doctor,99,1,9323.71,0,-37726893.0,0,0,0,0
TX001342,AC00403,395.27,0,24,44,148,84,2,18,Student,167,1,1764.08,0,-39281369.0,0,0,0,0
TX001343,AC00228,289.05,1,27,476,222,87,0,75,Retired,116,1,5683.49,0,-44374438.0,0,0,0,0
TX001344,AC00344,46.11,1,37,180,85,47,2,33,Doctor,233,1,5225.73,0,-50771004.0,0,0,0,0
TX001345,AC00466,335.5,1,34,314,23,2,0,63,Retired,47,1,6445.4,0,-38679081.0,0,0,0,0
TX001346,AC00204,388.07,1,39,407,432,66,2,24,Student,68,1,289.71,0,-36772589.0,0,0,0,0
TX001347,AC00030,520.86,0,34,299,230,16,2,51,Engineer,66,1,9200.74,0,-51377985.0,0,0,0,0
TX001348,AC00455,787.41,1,22,339,147,80,2,25,Student,39,1,300.87,1,-43515856.0,0,0,0,1
TX001349,AC00094,31.7,0,33,578,44,73,0,48,Doctor,121,1,743.9,0,-45069089.0,0,0,0,0
TX001350,AC00185,22.3,1,30,34,91,29,0,21,Student,90,1,1200.35,0,-47747701.0,0,0,0,0
TX001351,AC00351,203.12,1,38,3,524,77,0,56,Retired,181,1,1562.39,0,-56646567.0,0,0,0,0
TX001352,AC00335,315.94,0,33,605,533,23,1,49,Doctor,172,1,7719.71,0,-53190312.0,0,0,0,0
TX001353,AC00409,192.23,1,0,115,201,57,2,54,Engineer,39,3,2610.67,0,-26926309.0,1,1,1,3
TX001354,AC00312,1510.71,1,28,104,274,59,2,66,Retired,51,1,2060.02,1,-43860042.0,1,1,1,4
TX001355,AC00097,0.26,1,28,233,486,89,2,20,Student,173,1,1833.67,1,-29951577.0,0,0,0,1
TX001356,AC00447,210.77,1,23,8,123,93,0,71,Retired,161,1,5396.65,0,-45156061.0,0,0,0,0
TX001357,AC00280,406.65,1,23,12,136,61,0,57,Doctor,107,1,12995.7,0,-31239497.0,0,0,0,0
TX001358,AC00023,422.9,1,40,231,234,26,0,40,Engineer,111,1,7616.43,1,-53193299.0,0,0,0,1
TX001359,AC00077,20.62,0,30,607,243,13,0,35,Doctor,225,1,12500.8,0,-43340311.0,1,0,1,2
TX001360,AC00113,174.39,1,37,77,589,14,0,19,Student,36,1,1127.08,0,-57427329.0,0,1,0,1
TX001361,AC00391,7.86,0,34,64,304,52,1,76,Retired,91,1,3621.98,0,-33232836.0,0,0,0,0
TX001362,AC00136,61.98,1,10,361,299,37,2,49,Engineer,44,1,5212.28,0,-57937841.0,0,0,0,0
TX001363,AC00204,54.85,0,37,279,342,70,1,58,Retired,40,1,2727.45,0,-36777818.0,0,0,0,0
TX001364,AC00089,204.7,1,28,347,116,31,1,49,Doctor,95,5,5117.03,1,-35395346.0,1,0,1,3
TX001365,AC00305,16.55,1,40,461,341,8,1,26,Engineer,159,1,6089.79,0,-36255741.0,0,0,0,0
TX001366,AC00338,91.32,1,25,341,450,55,1,58,Engineer,77,1,2618.1,0,-31073077.0,0,0,0,0
TX001367,AC00268,195.49,1,22,456,135,15,0,31,Doctor,212,1,11988.12,0,-44120016.0,0,0,0,0
TX001368,AC00363,49.62,1,32,79,262,54,0,55,Engineer,111,1,3841.42,0,-28741696.0,0,0,0,0
TX001369,AC00316,487.16,0,20,349,163,76,1,28,Student,84,1,321.21,0,-58032668.0,0,0,0,0
TX001370,AC00167,405.6,1,40,623,407,30,2,37,Engineer,44,1,9754.73,0,-39191263.0,0,0,0,0
TX001371,AC00405,512.95,1,8,323,482,65,1,57,Engineer,143,1,9584.52,0,-33231689.0,0,0,0,0
TX001372,AC00098,345.94,1,32,342,80,99,0,31,Doctor,163,1,7624.56,0,-33835123.0,0,0,0,0
TX001373,AC00116,356.56,1,27,384,164,99,2,47,Engineer,52,1,2485.73,0,-33835716.0,0,0,0,0
TX001374,AC00267,10.31,1,21,71,520,53,2,36,Engineer,280,1,2137.9,0,-57080838.0,0,0,0,0
TX001375,AC00447,211.69,1,1,654,300,65,1,30,Doctor,111,1,6412.85,0,-32889943.0,0,0,0,0
TX001376,AC00042,221.49,0,28,198,521,51,1,23,Student,196,1,707.25,0,-36079228.0,0,0,0,0
TX001377,AC00074,278.23,1,14,513,55,18,2,48,Engineer,83,1,8300.54,0,-47485213.0,0,0,0,0
TX001378,AC00063,116.88,1,22,23,366,25,0,45,Doctor,263,1,7717.34,0,-34268400.0,0,0,0,0
TX001379,AC00085,328.77,0,36,131,11,32,2,39,Doctor,247,1,6967.03,0,-50163034.0,0,0,0,0
TX001380,AC00126,77.53,1,21,505,312,51,1,54,Retired,55,1,5158.6,0,-40399607.0,0,0,0,0
TX001381,AC00471,421.74,1,38,327,517,13,2,67,Doctor,103,1,12031.14,0,-43426993.0,0,0,0,0
TX001382,AC00304,313.69,1,28,206,463,33,1,73,Retired,152,1,7093.68,0,-52241690.0,0,0,0,0
TX001383,AC00242,411.72,1,42,102,197,13,1,29,Doctor,153,1,8539.86,0,-43421272.0,0,0,0,0
TX001384,AC00261,508.73,1,6,305,218,70,1,59,Retired,89,1,7640.57,0,-41355973.0,0,0,0,0
TX001385,AC00338,153.08,1,29,617,86,56,0,24,Student,201,1,1292.21,0,-29603541.0,0,0,0,0
TX001386,AC00292,23.01,1,19,351,467,89,1,63,Retired,166,1,5958.75,0,-44372170.0,0,0,0,0
TX001387,AC00024,69.28,1,20,364,241,69,2,25,Student,129,1,708.74,0,-32024077.0,0,0,0,0
TX001388,AC00441,51.25,0,2,111,12,43,1,28,Student,66,1,1744.4,0,-37382137.0,0,0,0,0
TX001389,AC00412,407.65,1,10,12,531,94,0,25,Student,263,1,273.78,0,-39279063.0,0,0,0,0
TX001390,AC00315,459.25,1,40,242,380,42,1,25,Student,59,1,130.76,0,-45847634.0,0,0,0,0
TX001391,AC00120,301.56,1,39,13,158,10,1,49,Doctor,118,1,10389.6,0,-54743014.0,0,0,0,0
TX001392,AC00462,17.67,1,36,401,328,60,2,63,Doctor,91,1,1048.18,0,-42819634.0,0,0,0,0
TX001393,AC00481,5.29,0,37,119,492,7,2,32,Doctor,132,1,12896.68,1,-51976004.0,1,0,0,2
TX001394,AC00166,401.37,1,20,389,0,30,1,43,Engineer,251,1,8208.54,0,-35654002.0,0,0,0,0
TX001395,AC00438,145.4,1,40,68,448,43,2,38,Engineer,24,1,5244.49,0,-42041774.0,0,0,0,0
TX001396,AC00090,556.34,1,39,362,477,30,2,37,Doctor,46,1,11935.14,0,-32974370.0,0,0,0,0
TX001397,AC00041,34.31,1,30,341,203,93,0,24,Student,251,1,1484.76,0,-48006958.0,0,0,0,0
TX001398,AC00141,780.59,0,40,436,267,57,2,23,Student,145,1,6513.34,1,-42732493.0,1,0,1,3
TX001399,AC00410,282.65,1,13,606,97,11,0,35,Doctor,161,1,13801.15,0,-52410375.0,0,0,0,0
TX001400,AC00362,305.27,1,19,637,472,58,2,68,Doctor,147,1,12958.65,0,-34875833.0,0,0,0,0
TX001401,AC00315,185.81,1,2,676,305,32,2,32,Doctor,116,1,9588.71,0,-35480409.0,0,0,0,0
TX001402,AC00092,66.01,1,25,306,447,41,2,49,Engineer,179,1,3475.99,0,-34090046.0,0,0,0,0
TX001403,AC00133,447.95,1,40,427,261,1,1,29,Engineer,75,1,7544.4,0,-57249684.0,0,0,0,0
TX001404,AC00069,279.3,1,28,654,524,78,0,19,Student,48,1,1193.61,0,-43252758.0,0,0,0,0
TX001405,AC00498,26.75,1,16,520,88,95,2,33,Doctor,27,1,12063.77,0,-47144517.0,0,0,0,0
TX001406,AC00006,611.15,1,11,43,458,8,0,27,Student,121,1,892.83,0,-38933813.0,0,0,0,0
TX001407,AC00104,275.2,1,27,120,476,57,2,54,Engineer,81,1,1230.12,0,-37810572.0,0,0,0,0
TX001408,AC00311,427.79,1,38,17,313,15,1,18,Student,189,1,1479.67,0,-53706372.0,0,0,0,0
TX001409,AC00144,469.13,0,35,484,493,8,0,54,Doctor,139,1,1265.28,0,-28995213.0,0,0,1,1
TX001410,AC00157,102.81,1,39,75,327,73,1,76,Retired,47,1,3228.87,0,-29000707.0,0,0,0,0
TX001411,AC00171,22.61,1,39,249,522,98,2,19,Student,145,1,1111.67,0,-27526243.0,0,1,0,1
TX001412,AC00374,68.28,1,4,629,138,99,2,56,Engineer,293,1,3213.16,0,-44457260.0,0,0,0,0
TX001413,AC00219,33.65,0,27,454,451,66,2,63,Doctor,146,1,12719.93,0,-35650161.0,0,0,0,0
TX001414,AC00405,362.68,0,24,272,217,13,0,63,Retired,137,1,2040.77,0,-56815451.0,0,0,0,0
TX001415,AC00075,73.23,1,37,126,503,89,1,20,Student,172,1,1309.85,0,-43169455.0,0,0,0,0
TX001416,AC00136,654.49,0,2,365,200,59,2,25,Student,104,1,164.61,0,-30209823.0,1,1,0,2
TX001417,AC00056,18.56,0,22,184,427,93,1,49,Engineer,161,1,4230.37,0,-48351799.0,0,0,0,0
TX001418,AC00368,389.05,1,9,364,510,74,0,27,Student,41,1,761.0,0,-57681380.0,0,0,0,0
TX001419,AC00261,7.38,1,15,10,163,75,2,67,Retired,105,1,2923.83,1,-51808953.0,0,0,0,1
TX001420,AC00090,109.48,1,3,120,209,7,2,61,Retired,93,1,7372.47,0,-42906544.0,0,0,0,0
TX001421,AC00297,66.91,1,39,492,456,46,0,39,Doctor,85,1,871.1,0,-55603382.0,0,0,0,0
TX001422,AC00144,335.48,1,28,206,23,39,1,45,Engineer,155,1,3023.16,0,-52934427.0,0,0,0,0
TX001423,AC00207,38.14,1,0,555,44,25,2,19,Student,174,1,1119.21,0,-26925519.0,0,1,0,1
